dateStamp,park_sv_id,play_guid,ab_total,ab_count,pitcher_id,batter_id,ab_id,des,type,id,sz_top,sz_bot,pfx_xDataFile,pfx_zDataFile,mlbam_pitch_name,zone_location,pitch_con,stand,strikes,balls,p_throws,gid,pdes,spin,norm_ht,inning,pitcher_team,tstart,vystart,ftime,pfx_x,pfx_z,uncorrected_pfx_x,uncorrected_pfx_z,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,start_speed,px,pz,pxold,pzold,tm_spin,sb
5/8/2019,190508_031947lan,1368f860-019c-4ecb-9e72-124b27aeef7d,2,2,547943,645277,26,Lineout,X,3,3.28,1.54,1.93,7.27,FC,8,0,R,1,0,L,gid_2019_05_07_atlmlb_lanmlb_1/,"In play, out(s)",165.141,0.655172,4,lan,0.079013787,-125.5863855,0.317092772,2.281027992,7.203246421,1.93,7.27,2.308859461,55,6.185764226,-5.39567753,-128.4967324,-2.90150897,3.781000029,24.64900038,-20.23899969,87.71,0.318863722,3.006854298,0.41,2.98,0,1
5/8/2019,190508_032028lan,e83e3ea4-360c-4d01-af7e-c208b110b03b,4,1,547943,518626,27,Strikeout,S,6,3.33,1.61,9.52,5.46,FT,13,0,R,0,0,L,gid_2019_05_07_atlmlb_lanmlb_1/,Foul,119.857,-0.0697674,4,lan,0.076257251,-130.1361388,0.305903863,9.871081938,5.390045256,9.52,5.46,2.491997943,55,6.081610544,-8.580794481,-133.1216909,-3.940783745,17.58100046,26.19899962,-22.57899985,90.99,0.438878791,2.436921471,0.53,2.41,0,0
5/8/2019,190508_032051lan,514950ba-6e13-4dfa-b419-fd94e19b97e6,4,2,547943,518626,27,Strikeout,B,7,3.33,1.61,6,7.74,FF,2,0,R,1,0,L,gid_2019_05_07_atlmlb_lanmlb_1/,Ball,142.249,1.89535,4,lan,0.076406691,-129.8631835,0.306735908,6.334495692,7.671847174,6,7.74,2.376699759,55,6.087824073,-8.04176678,-132.8977669,-0.72997667,11.22099985,26.57900069,-18.58900008,90.78,-0.014159481,4.133946851,0.08,4.1,0,1
5/8/2019,190508_032109lan,dfc63738-5994-4733-b2ac-2cf13bc1f57d,4,3,547943,518626,27,Strikeout,S,8,3.33,1.61,7.76,2.82,CH,23,0,R,1,1,L,gid_2019_05_07_atlmlb_lanmlb_1/,Foul,109.961,-0.906977,4,lan,0.086406604,-114.8397903,0.346787223,8.204953072,2.713096686,7.76,2.82,2.517628629,55,5.889548328,-6.953670692,-117.5059464,-2.028186847,11.37100042,20.64900038,-28.419,80.27,0.49603027,1.706123181,0.58,1.69,0,11
5/8/2019,190508_032133lan,24dc588f-a5ba-4464-a866-20cdc4337bf2,4,4,547943,518626,27,Strikeout,S,9,3.33,1.61,8.12,4.36,CH,9,0,R,2,1,L,gid_2019_05_07_atlmlb_lanmlb_1/,Swinging Strike,118.274,0.674419,4,lan,0.088971944,-111.4959645,0.357643323,8.588560788,4.259361965,8.12,4.36,2.553504853,55,5.877622744,-5.07996323,-114.1823983,0.79862692,11.19100011,20.20899985,-26.62899908,77.93,1.408035417,3.065119197,1.5,3.05,0,12
5/8/2019,190508_032213lan,01a9c8ab-4ade-4073-8121-ccc7bd55f651,4,1,547943,518692,28,Groundout,S,12,3.55,1.73,6.16,9.34,FF,6,0,L,0,0,L,gid_2019_05_07_atlmlb_lanmlb_1/,Called Strike,146.621,0.56044,4,lan,0.075884644,-130.7439379,0.304797811,6.49438673,9.2808806,6.16,9.34,2.306637877,55,6.087414205,-9.434938575,-133.8370177,-3.719628231,11.65100015,27.27899954,-15.52899966,91.51,-0.620142077,3.174107192,-0.52,3.15,0,0
5/8/2019,190508_032229lan,163f92f1-ee2a-498f-8a99-f390112505f2,4,2,547943,518692,28,Groundout,B,13,3.55,1.73,5.97,8.54,FF,3,0,L,1,0,L,gid_2019_05_07_atlmlb_lanmlb_1/,Ball,145.055,1.26374,4,lan,0.075446534,-131.4943922,0.303146342,6.308409889,8.485833575,5.97,8.54,2.316802254,55,6.04861182,-7.074544109,-134.6315164,-1.876071389,11.44100011,27.82900069,-16.78900084,91.93,0.364054657,3.81657941,0.46,3.79,0,1
5/8/2019,190508_032302lan,184c8fba-7d48-48a9-8032-6619e30205ae,4,3,547943,518692,28,Groundout,S,14,3.55,1.73,5.8,8.41,FF,8,0,L,1,1,L,gid_2019_05_07_atlmlb_lanmlb_1/,Swinging Strike,145.436,0.527473,4,lan,0.075498208,-131.3829482,0.303619847,6.129012944,8.346430921,5.8,8.41,2.55009722,55,6.01289036,-7.421307239,-134.581756,-3.324602502,11.08100046,28.35899947,-17.08900008,91.93,0.420487006,3.146857168,0.51,3.12,0,11
5/8/2019,190508_032330lan,32e92da2-8f8c-4b52-8491-6cf6c478a79e,4,4,547943,518692,28,Groundout,X,15,3.55,1.73,6.42,7.48,FF,5,0,L,2,1,L,gid_2019_05_07_atlmlb_lanmlb_1/,"In play, out(s)",139.371,0.428571,4,lan,0.074768027,-132.6700128,0.300634863,6.746604127,7.413075841,6.42,7.48,2.329575283,55,5.991095928,-10.20756597,-135.8881978,-3.288284952,12.44100011,28.80900023,-18.50900015,92.94,-0.821775436,3.061717021,-0.73,3.03,0,12
5/8/2019,190508_033100lan,7c35e934-6686-4b79-adad-7afa0017b267,7,1,547943,660670,32,Strikeout,B,2,3.51,1.64,7.93,2.48,CH,23,0,R,0,0,L,gid_2019_05_07_atlmlb_lanmlb_1/,Ball,107.38,-1.32086,5,lan,0.089591915,-110.6904314,0.360730618,8.409560291,2.365701554,7.93,2.48,2.76127388,55,5.871472637,-7.024585832,-113.459427,-1.94224078,10.77100004,20.68899939,-29.14899954,77.52,0.604421073,1.346042039,0.7,1.34,0,0
